,Food label,Subs A,Subs B,True label
314,"JEW'S EAR,(PEPEAO),RAW","BEANS,SNAP,YELLOW,RAW","COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT",Sub A
315,"JUTE,POTHERB,RAW","CHICORY GREENS,RAW","TARO LEAVES,RAW",Sub B
316,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW","LIMA BNS,IMMAT SEEDS,RAW",Sub B
317,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW","EGGPLANT,RAW","SOYBEANS,GREEN,RAW",Sub B
318,"LETTUCE,COS OR ROMAINE,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","LOTUS ROOT,RAW",Sub B
319,"LETTUCE,GRN LEAF,RAW","LETTUCE,COS OR ROMAINE,RAW","LOTUS ROOT,RAW",Sub B
320,"LETTUCE,RED LEAF,RAW","CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT","POTATOES,RED,FLESH & SKN,BKD",Sub A
321,"MOUNTAIN YAM,HAWAII,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",Sub A
322,"MUSHROOMS,CND,DRND SOL","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT","PEAS,GRN,CND,DRND SOL,RINSED IN TAP H2O",Sub A
323,"MUSTARD SPINACH,(TENDERGREEN),RAW","CHICORY GREENS,RAW","DOCK,RAW",Sub A
324,"NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT","LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT","PICKLES,CUCUMBER,SOUR,LO NA",Sub A
325,"OKRA,CKD,BLD,DRND,WO/SALT","TARO LEAVES,RAW","DRUMSTICK LEAVES,RAW",Sub B
326,"OKRA,FROZEN,UNPREPARED","DRUMSTICK LEAVES,RAW","TARO LEAVES,RAW",Sub A
327,"ONIONS,DEHYDRATED FLAKES","SQUASH,WNTR,HUBBARD,BKD,WO/ SALT","CORNSALAD,RAW",Sub A
328,"ONIONS,CND,SOL&LIQUIDS","SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT","BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",Sub A
329,"ONIONS,YEL,SAUTEED","CHICORY GREENS,RAW","LAMBSQUARTERS,RAW",Sub B
330,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT","KALE,CKD,BLD,DRND,WO/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT",Sub B
331,"ONIONS,FRZ,WHL,CKD,BLD,DRND,WO/SALT","MUSHROOMS,SHIITAKE,CKD,WO/SALT","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",Sub B
332,"ONIONS,YOUNG GRN,TOPS ONLY","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW","BRUSSELS SPROUTS,RAW",Sub B
333,"ONIONS,SWT,RAW","PEPPERS,SWEET,YELLOW,RAW","PEPPERS,SWT,RED,RAW",Sub B
334,"ONION RINGS,BREADED,PAR FR,FRZ,UNPREP","BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT","SWEET POTATOES,FRENCH FR,FRZ,UNPREP",Sub A
335,"ONION RINGS,BREADED,PAR FR,FRZ,PREP,HTD IN OVEN","ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP","CARROTS,FROZEN,UNPREPARED",Sub A
336,"PEAS&ONIONS,CND,SOL&LIQUIDS","WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",Sub A
337,"PEPPERS,HOT CHILI,GRN,CND,PODS,EXCLUDING SEEDS,SOL&LIQUIDS","CAULIFLOWER,GREEN,RAW","LAMBSQUARTERS,RAW",Sub B
338,"PEPPERS,SWT,GRN,CND,SOL&LIQUIDS","POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL","ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",Sub A
339,POI,"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM","CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",Sub A
340,"POKEBERRY SHOOTS,(POKE),RAW","COLLARDS,RAW","CHICORY,WITLOOF,RAW",Sub A
341,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT","WASABI,ROOT,RAW","CORN,SWEET,WHITE,RAW",Sub A
342,"POTATOES,RUSSET,FLESH & SKN,RAW","PEAS,GRN,CND,NO SALT,SOL&LIQUIDS","POTATOES,BKD,SKN,WO/SALT",Sub B
343,"POTATOES,BKD,FLESH,WO/SALT","POTATOES,BKD,SKN,WO/SALT","POTATOES,RUSSET,FLESH & SKN,RAW",Sub A
344,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED","POTATOES,WHITE,FLESH & SKN,RAW","LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",Sub A
345,"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER","VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",Sub A
346,"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER","PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT","PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP",Sub B
347,"POTATOES,MSHD,DEHYD,PREP FROM FLAKES WO/ MILK,WHL MILK & BUT","ASPARAGUS,CND,REG PK,SOL&LIQUIDS","TOMATO PRODUCTS,CND,PUREE,WO/SALT",Sub B
348,"POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH","CORN,SWT,WHITE,CND,CRM STYLE,REG PK","EPPAW,RAW",Sub B
349,"POTATOES,FRENCH FR,SHOESTRNG,SALT ADDED IN PROC,FRZ,OVEN-HTD","TOMATOES,RED,RIPE,CKD,STWD","CORN,SWT,WHITE,CND,CRM STYLE,REG PK",Sub B
350,"POTATOES,O'BRIEN,FRZ,PREP","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT","CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",Sub A
351,"POTATO PUFFS,FRZ,OVEN-HEATED","TARO LEAVES,CKD,STMD,WO/SALT","TARO SHOOTS,CKD,WO/SALT",Sub A
352,"POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD","MUSTARD GRNS,CKD,BLD,DRND,W/SALT","ONIONS,CKD,BLD,DRND,WO/SALT",Sub A
353,"POTATOES,FRNCH FR,CTTG-CUT,SALT NOT ADDED,FRZ,AS PRCH","SUCCOTASH,(CORN&LIMAS),RAW","WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",Sub A
354,"POTATOES,FRENCH FR,COTTAGE-CUT,SALT NOT ADDED,FRZ,OVEN-HTD","CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP","MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",Sub A
355,"POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,OVEN-HTD","SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN","BEETS,CKD,BOILED. DRND,W/SALT",Sub A
356,"POTATO SALAD,HOME-PREPARED","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT","TOMATOES,RED,RIPE,CKD",Sub A
357,"PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT","CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT","CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS",Sub A
358,"PUMPKIN LEAVES,RAW","TARO LEAVES,RAW","DRUMSTICK LEAVES,RAW",Sub B
359,"PUMPKIN,RAW","WATERCRESS,RAW","SOYBEANS,GREEN,RAW",Sub B
360,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT","POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT","SPINACH,CKD,BLD,DRND,WO/ SALT",Sub A
361,"RADISHES,ORIENTAL,DRIED","BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT","BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT",Sub A
362,"SALSIFY,(VEG OYSTER),RAW","LOTUS ROOT,RAW","COLLARDS,RAW",Sub A
363,"SEAWEED,AGAR,RAW","SWEET POTATO LEAVES,RAW","ENDIVE,RAW",Sub A
364,"SEAWEED,IRISHMOSS,RAW","SEAWEED,AGAR,DRIED","SEAWEED,LAVER,RAW",Sub A
365,"SEAWEED,KELP,RAW","AMARANTH LEAVES,RAW","CHIVES,RAW",Sub B
366,"SEAWEED,LAVER,RAW","SEAWEED,AGAR,DRIED","TARO LEAVES,RAW",Sub B
367,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW","SOYBEANS,GREEN,RAW","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",Sub A
368,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT","CAULIFLOWER,CKD,BLD,DRND,WO/SALT","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
369,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT","MUSHROOMS,WHITE,RAW","POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT",Sub B
370,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW","BAMBOO SHOOTS,RAW","SOYBEANS,GREEN,RAW",Sub B
371,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT","EGGPLANT,CKD,BLD,DRND,WO/SALT","CABBAGE,SAVOY,RAW",Sub B
372,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT","POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM","BROCCOLI RAAB,CKD",Sub A
373,"SWEET POTATO,RAW,UNPREP","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",Sub A
374,"TARO,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",Sub A
375,"TARO SHOOTS,RAW","POKEBERRY SHOOTS,(POKE),RAW","TARO LEAVES,RAW",Sub B
376,"TOMATOES,GREEN,RAW","MUSHROOMS,SHIITAKE,RAW","BEET GREENS,RAW",Sub A
377,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE","TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",Sub B
378,"TOMATO JUC,CND,W/SALT","BROCCOLI,RAW","PEAS,EDIBLE-PODDED,RAW",Sub B
379,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",Sub A
380,"TOMATO PRODUCTS,CND,SAU,W/ONIONS","CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT","POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",Sub B
381,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS","FENNEL,BULB,RAW","BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",Sub A
382,"TURNIPS,RAW","SWEET POTATO LEAVES,RAW",POTATO FLOUR,Sub A
383,"TURNIP GREENS,RAW","SWEET POTATO LEAVES,RAW","CHIVES,RAW",Sub A
384,"TURNIP GRNS,CND,SOL&LIQUIDS","TOMATO SAU,CND,NO SALT ADDED","CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT",Sub A
385,"TURNIP GRNS,FRZ,UNPREP","SEAWEED,AGAR,DRIED","CHICORY GREENS,RAW",Sub B
386,"VEGETABLE JUC COCKTAIL,CND","EDAMAME,FRZ,UNPREP","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",Sub A
387,"VINESPINACH,(BASELLA),RAW","TARO LEAVES,RAW","CHICORY GREENS,RAW",Sub A
388,"WATERCHESTNUTS,CHINESE,(MATAI),RAW","MOUNTAIN YAM,HAWAII,RAW","LOTUS ROOT,RAW",Sub B
389,"WATERCRESS,RAW","BAMBOO SHOOTS,RAW","SOYBEANS,GREEN,RAW",Sub B
390,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT","POTATOES,BKD,FLESH & SKN,WO/ SALT","POTATOES,MICROWAVED,CKD IN SKN,FLESH,WO/SALT",Sub A
391,"WINGED BEAN LEAVES,RAW","CHICORY GREENS,RAW","TARO LEAVES,RAW",Sub B
392,"BORAGE,RAW","TURNIP GREENS,RAW","ENDIVE,RAW",Sub A
393,"BORAGE,CKD,BLD,DRND,WO/SALT","JUTE,POTHERB,RAW","LAMBSQUARTERS,RAW",Sub B
394,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","BRUSSELS SPROUTS,RAW","CRESS,GARDEN,RAW",Sub A
395,"SHALLOTS,FREEZE-DRIED","LEEKS,(BULB&LOWER LEAF-PORTION),RAW","LIMA BNS,IMMAT SEEDS,RAW",Sub B
396,"SQUASH,SMMR,ALL VAR,RAW","MOUNTAIN YAM,HAWAII,RAW","CABBAGE,SAVOY,RAW",Sub B
397,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS","BROCCOLI,CHINESE,COOKED","KALE,FRZ,CKD,BLD,DRND,W/SALT",Sub A
398,"CORN PUDD,HOME PREP","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT","SOYBEANS,MATURE SEEDS,SPROUTED,RAW",Sub B
399,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",Sub B
400,SPINACH SOUFFLE,"POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH","PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",Sub B
401,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED","VEGETABLES,MXD,FRZ,UNPREP","POTATOES,FLESH & SKN,RAW",Sub A
402,"SEAWEED,WAKAME,RAW","SEAWEED,IRISHMOSS,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",Sub B
403,POTATO PANCAKES,"BROCCOLI,CKD,BLD,DRND,W/SALT","PEAS&ONIONS,FRZ,UNPREP",Sub B
404,"RADISH SEEDS,SPROUTED,RAW","SOYBEANS,GREEN,RAW","BAMBOO SHOOTS,RAW",Sub A
405,"CARROT,DEHYDRATED","ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT","POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL",Sub B
406,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT","DANDELION GRNS,CKD,BLD,DRND,WO/SALT","ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",Sub A
407,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT","CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT","COLLARDS,CKD,BLD,DRND,WO/SALT",Sub B
408,"BEETS,CKD,BOILED. DRND,W/SALT","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT","CABBAGE,RED,CKD,BLD,DRND,WO/SALT",Sub A
409,"BORAGE,CKD,BLD,DRND,W/SALT","COLLARDS,CKD,BLD,DRND,WO/SALT","BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",Sub A
410,"BROCCOLI,LEAVES,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","DOCK,RAW",Sub A
411,"CABBAGE,RED,CKD,BLD,DRND,W/SALT","PEAS,GRN,CND,NO SALT,SOL&LIQUIDS","POTATOES,RUSSET,FLESH & SKN,RAW",Sub A
412,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT","BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,WO/SALT","DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT",Sub B
413,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT","GOURD,DISHCLOTH (TOWELGOURD),RAW","DANDELION GREENS,RAW",Sub B
414,"CARDOON,CKD,BLD,DRND,W/SALT","PEPPERS,HUNGARIAN,RAW","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",Sub B
415,"CARROTS,CKD,BLD,DRND,W/SALT","PEPPERS,ANCHO,DRIED","LOTUS ROOT,CKD,BLD,DRND,WO/SALT",Sub A
416,"CARROTS,CND,NO SALT,SOL&LIQUIDS","LETTUCE,COS OR ROMAINE,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",Sub B
417,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED","TURNIP GRNS&TURNIPS,FRZ,UNPREP",Sub A
418,"CELERY,CKD,BLD,DRND,W/SALT","MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT","BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",Sub B
419,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT","ASPARAGUS,CKD,BLD,DRND,W/SALT","ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",Sub B
420,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS","TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT","CAULIFLOWER,FRZ,UNPREP",Sub A
421,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT","BURDOCK ROOT,CKD,BLD,DRND,WO/SALT","POTATOES,HASH BROWN,FRZ,W/ BUTTER SAU,UNPREP",Sub A
422,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT","GARLIC,RAW",Sub A
423,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT","CAULIFLOWER,CKD,BLD,DRND,WO/SALT","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
424,"MUSHROOMS,SHIITAKE,CKD,W/SALT","OKRA,FRZ,CKD,BLD,DRND,WO/SALT","RADISHES,ORIENTAL,RAW",Sub A
425,"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT","CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",Sub A
426,"OKRA,CKD,BLD,DRND,W/SALT","LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP","VEGETABLES,MXD (CORN,LIMA BNS,PEAS,GRN BNS,CRRT) CND,NO SALT",Sub A
427,"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT","JUTE,POTHERB,CKD,BLD,DRND,WO/SALT","LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT",Sub A
428,"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT","PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT","PEAS,GRN,CKD,BLD,DRND,W/SALT",Sub B
429,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT","CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS","MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED",Sub B
430,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT","PUMPKIN,CND,WO/SALT","POTATOES,RUSSET,FLESH & SKN,BKD",Sub A
431,"POTATOES,BLD,CKD IN SKN,SKN,W/SALT","PEAS&ONIONS,FRZ,CKD,BLD,DRND,WO/SALT","PIGEONPEAS,IMMAT SEEDS,RAW",Sub B
432,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT","MUSHROOMS,MAITAKE,RAW","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
433,"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE","MUSTARD GRNS,FRZ,UNPREP","POTATOES,CND,DRND SOL,NO SALT",Sub A
434,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT","CABBAGE,RED,CKD,BLD,DRND,W/SALT","YAM,CKD,BLD,DRND,OR BKD,W/SALT",Sub B
435,"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",Sub B
436,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT","BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT","PEAS,GRN,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
437,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT","BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT","PIMENTO,CANNED",Sub A
438,"TOMATOES,RED,RIPE,CKD,W/ SALT","JERUSALEM-ARTICHOKES,RAW","EGGPLANT,CKD,BLD,DRND,W/SALT",Sub A
439,"TOMATO JUC,CND,WO/ SALT ADDED","WINGED BEAN LEAVES,RAW","LAMBSQUARTERS,RAW",Sub B
440,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT","NEW ZEALAND SPINACH,RAW","BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
441,"WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",Sub A
442,"YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT","WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS","BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",Sub A
443,"YARDLONG BEAN,CKD,BLD,DRND,W/SALT","MUSHROOMS,WHITE,MICROWAVED","PEAS,GRN,CND,DRND SOL,RINSED IN TAP H2O",Sub A
444,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT","VEGETABLES,MXD,FRZ,UNPREP",Sub A
445,"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",Sub B
446,"PEPPERS,SWT,RED,CND,SOL&LIQUIDS","MUSHROOMS,WHITE,RAW","SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",Sub A
447,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,W/ SALT","SQUASH,ZUCCHINI,BABY,RAW","PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",Sub A
448,"SESBANIA FLOWER,CKD,STMD,W/SALT","DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT","CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",Sub A
449,"DOCK,CKD,BLD,DRND,W/SALT","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT","SWEET POTATO,CND,SYRUP PK,DRND SOL",Sub B
450,"POTATOES,MSHD,DEHYD,PREP FRM FLKS WO/ MILK,WHL MILK&MARG ADD","GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT","MUSHROOMS,SHIITAKE,CKD,WO/SALT",Sub B
451,"PEPPERS,SWT,RED,FREEZE-DRIED","POTATOES,MSHD,DEHYD,PREP FRM FLKS WO/ MILK,WHL MILK&MARG ADD","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",Sub B
452,Catsup,POTATO FLOUR,"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",Sub A
453,"PICKLES,CUCUMBER,DILL OR KOSHER DILL","MUSTARD GRNS,CKD,BLD,DRND,W/SALT","BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP",Sub B
454,"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM","MUSHROOMS,OYSTER,RAW",Sub A
455,"PICKLES,CUCUMBER,SOUR","CAULIFLOWER,CKD,BLD,DRND,W/SALT","PIGEONPEAS,IMMAT SEEDS,RAW",Sub B
456,"PICKLE RELISH,HOT DOG","TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY","ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,WO/SALT",Sub B
457,"PICKLE RELISH,SWEET","CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT","PEAS,GRN (INCLUDES BABY & LESUER TYPES),CND,DRND SOL,UNPREP",Sub B
458,"TOMATILLOS,RAW","SWAMP CABBAGE,(SKUNK CABBAGE),RAW","PEPPERS,SWT,RED,RAW",Sub B
459,"TOMATOES,SUN-DRIED","CHIVES,RAW","ENDIVE,RAW",Sub A
460,"PICKLE RELISH,HAMBURGER","CELERY,CKD,BLD,DRND,W/SALT","SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",Sub B
461,"PEPPERS,HOT CHILE,SUN-DRIED","GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT","BUTTERBUR,CANNED",Sub A
462,"CAULIFLOWER,GREEN,RAW","CHICORY GREENS,RAW","KALE,RAW",Sub B
463,"CABBAGE,NAPA,COOKED","COLLARDS,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",Sub B
464,"GRAPE LEAVES,CND","WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT","BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
465,"PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT","SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT","PEAS&ONIONS,FRZ,UNPREP",Sub B
466,"MUSHROOMS,STRAW,CND,DRND SOL","DRUMSTICK LEAVES,RAW","OKRA,CKD,BLD,DRND,WO/SALT",Sub A
467,"FIDDLEHEAD FERNS,RAW","COLLARDS,CKD,BLD,DRND,WO/SALT","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",Sub B
468,"PUMPKIN&SQUASH SD KRNLS,DRIED","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT","SISYMBRIUM SP. SEEDS,WHL,DRIED",Sub A
469,"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","PISTACHIO NUTS,DRY RSTD,WO/SALT",Sub A
470,"SAFFLOWER SD KRNLS,DRIED","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT","SISYMBRIUM SP. SEEDS,WHL,DRIED",Sub A
471,"BRAZILNUTS,DRIED,UNBLANCHED","ALMONDS,DRY RSTD,WO/SALT","NUTS,CASHEW NUTS,RAW",Sub A
