,Food label,Subs A,Food Nutri-Value,Subs A Nutri-Value,Subs B,Subs B Nutri-Value
301,"CLAM,MIXED SPECIES,RAW","OYSTER,EASTERN,WILD,RAW",2,-3,"SCALLOP,MIXED SPECIES,RAW",-1
302,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW",-5,-6,"HYACINTH BNS,MATURE SEEDS,RAW",-6
303,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW",-5,-6,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",-6
304,"LUPINS,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW",-5,-6,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",-6
305,"MOTHBEANS,MATURE SEEDS,RAW","BEANS,BLACK,MATURE SEEDS,RAW",-1,-6,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",-4
306,"MUNG BNS,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW",-5,-6,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",-6
307,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW",-5,-6,"MUNGO BNS,MATURE SEEDS,RAW",-6
308,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE",-2,-4,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",-6
309,"TOFU,FRIED","TOFU,RAW,REG,PREP W/CA SULFATE",-4,-5,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",-5
310,OKARA,"TOFU,FRIED",-2,-4,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",-6
311,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",7,3,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",-5
312,"VITASOY USA,VITASOY ORGANIC CLASSIC ORIGINAL SOYMILK","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",-1,-7,"SOY FLOUR,FULL-FAT,RAW",-2
313,"SILK LT PLN,SOYMILK","SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",-1,-5,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",-9
314,"SILK PLUS FIBER,SOYMILK","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",-3,-9,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",-7
315,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT","HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",4,-4,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",-7
316,"TOFU,RAW,FIRM,PREP W/CA SULFATE","BEANS,FRENCH,MATURE SEEDS,RAW",-5,-6,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",-6
317,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","TOFU,FRIED",3,-4,"TOFU,RAW,REG,PREP W/CA SULFATE",-5
318,"TOFU,FRIED,PREP W/CA SULFATE","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",-4,-5,"TOFU,RAW,REG,PREP W/CA SULFATE",-5
319,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE",7,-4,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",-5
320,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP","VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",-3,-5,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",-6
321,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,RAW","LAMB,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD",7,0,"LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD",1
322,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD",4,3,"VEAL,SHLDR,BLADE CHOP,LN & FAT,RAW",-1
323,"VEAL,AUSTRALIAN,FAT,RAW","LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",11,6,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW",-4
324,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD",9,-1,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW",-4
325,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD",6,-1,"LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD",0
326,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,CKD,SLOW RSTD",8,0,"GAME MEAT,DEER,TOP RND,LN,1"" STEAK,CKD,BRLD",-3
327,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,CKD,RSTD","LAMB,NZ,IMP,FORE-SHANK,LN,CKD,BRSD",8,-1,"GAME MEAT,RABBIT,WILD,CKD,STWD",-2
328,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,CKD","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",1,-3,"VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD",0
329,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,RAW","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",3,-2,"GAME MEAT,BISON,RIBEYE,LN,0""FAT,RAW",-4
330,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","VEAL,SHANK,LN & FAT,RAW",2,-2,"GAME MEAT,CARIBOU,CKD,RSTD",-2
331,"LAMB,NZ,IMP,HIND-SHANK,LN & FAT,CKD,BRSD","GOAT,RAW",3,-4,"LAMB,DOM,SHLDR,ARM,LN,1/4""FAT,CHOIC,CKD,RSTD",0
332,"LAMB,NZ,IMP,LOIN SADDLE,LN & FAT,CKD,FAST RSTD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",6,3,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",3
333,"LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN & FAT,RAW","LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRSD",6,0,"GAME MEAT,DEER,LOIN,LN,1"" STEAK,CKD,BRLD",-3
334,"LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,RAW","GAME MEAT,CARIBOU,RAW",7,-3,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD",-1
335,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT","CROISSANTS,APPLE",12,4,"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",-6
336,"CAKE,ANGELFOOD,DRY MIX,PREP","CROUTONS,PLAIN",11,3,"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",1
337,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE","KEEBLER,HOLIDAY JINGLES COOKIES",18,16,"KELLOGG'S,ALL-BRAN,MULTIGRAIN CRACKERS",7
338,"CAKE,YEL,DRY MIX,PUDDING-TYPE","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",23,14,"KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",0
339,"COOKIES,CHOC CHIP,REFR DOUGH","COFFEECAKE,CREME-FILLED W/CHOC FRSTNG",21,4,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE",10
340,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE","KASHI,TLC,HONEY SESAME CRACKERS",13,2,"SUNSHINE,CHEEZ-IT,MOZZARELLA CRACKERS",10
341,"COOKIES,OATMEAL,COMMLY PREP,REG","BREAD,RAISIN,ENRICHED",13,0,"CAKE,POUND,BIMBO BAKERIES USA,PANQUE CASERO,HOME BKD STYLE",9
342,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD","MURRAY,SUGAR FREE,OATMEAL COOKIES",10,7,"BREAD,RAISIN,TSTD,ENR",0
343,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY","DANISH PASTRY,RASPBERRY,UNENR",9,5,"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",5
344,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)","KELLOGG'S,ALL-BRAN,GARLIC & HERB CRACKERS",18,9,"CAKE,YEL,DRY MIX,REG,UNENR",10
345,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","ARCHWAY Home Style Cookies, Dutch Cocoa",23,15,"DANISH PASTRY,LEMON,UNENR",5
346,"COOKIES,VANILLA SNDWCH W/CREME FILLING","AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT",16,9,WONTON WRAPPERS (INCL EGG ROLL WRAPPERS),3
347,"CRACKERS,CHEESE,REGULAR","BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)",15,2,"BREAD,WHEAT BRAN",1
348,"CRACKERS,MILK","BREAD,REDUCED-CALORIE,RYE",11,-3,"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",2
349,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING","KELLOGG'S,SIMPLY EGGO,ORIGINAL",13,9,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",10
350,"CREAM PUFF SHELL,PREP FROM RECIPE","PIE,PEACH",10,7,"MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",5
351,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)","KELLOGG'S,CINNABON,PANCAKES,ORIGINAL",12,8,"BREAD,BOSTON BROWN,CANNED",2
352,"DOUGHNUTS,FRENCH CRULLERS,GLAZED","BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",17,1,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",14
353,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE","BREAD,RAISIN,TSTD,ENR",14,0,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",12
354,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED","CRACKERS,MATZO,EGG",22,-3,"KEEBLER,SUGAR CONES",6
355,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR","ROLLS,DINNER,EGG",12,2,"BAGELS,PLN,TSTD,ENR W/CA PROP (INCLUDES ONION,POPPY,SESAME)",2
356,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)","KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",9,4,"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",5
357,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY","ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",12,3,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",9
358,"ARCHWAY Home Style Cookies, Iced Molasses","BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN",20,10,"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",4
359,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY","BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)",4,1,"BREAD,RED-CAL,OAT BRAN,TSTD",-2
360,"PIE,DUTCH APPL,COMMLY PREP","COOKIES,PNUT BUTTER,REFR DOUGH",9,8,"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",6
361,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","BREAD,RYE,TOASTED",12,0,"CAKE,FRUITCAKE,COMMLY PREP",8
362,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE","ROLLS,HAMBURGER OR HOTDOG,PLN",18,2,"TOASTER PASTRIES,FRUIT",12
363,"BARBARA DEE,WNTR MINTS COOKIES","PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",22,7,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS",7
364,"SNACKS,POPCORN,OIL-POPPED,MICROWAVE,REG FLAVOR,NO TRANS FAT","CORNNUTS,BARBECUE-FLAVOR",11,3,"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",-1
365,"CANDIES,YORK PEPPERMINT PATTIE","ICE CREAMS,BREYERS,98% FAT FREE CHOC",15,-1,"FROSTINGS,CHOC,CREAMY,DRY MIX",2
366,CHOCOLATE-FLAVORED HAZELNUT SPRD,"ICE CREAMS,VANILLA,RICH",18,15,"CANDIES,YORK BITES",15
367,"PUDDINGS,VANILLA,DRY MIX,INST","PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",24,5,"CANDIES,FRUIT SNACKS,W/ HI VIT C",14
368,"CANDIES,HERSHEY'S,ALMOND JOY BITES","FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",20,0,"CANDIES,MILK CHOC COATD RAISINS",19
369,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC","FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS",18,4,JELLIES,12
370,"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND","PECTIN,UNSWTND,DRY MIX",15,1,"PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK",1
371,"SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT","POTATO CHIPS,WO/SALT,RED FAT",7,1,"PRETZELS,HARD,PLN,SALTED",6
372,"ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP","SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",9,3,"FROSTINGS,VANILLA,CREAMY,DRY MIX",5
373,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP","PIE FILLINGS,APPL,CND",22,3,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR",-1
374,"AMARANTH GRAIN,UNCKD","WHEAT,SOFT WHITE",-5,-6,"WHEAT,HARD WHITE",-6
375,ARROWROOT FLOUR,"CORN FLR,WHOLE-GRAIN,WHITE",1,-5,"CORN FLR,MASA,ENR,YEL",-6
376,"CORNMEAL,DEGERMED,ENR,YEL","CORN FLR,WHOLE-GRAIN,YEL",-4,-5,"SEMOLINA,ENRICHED",-5
377,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",ARROWROOT FLOUR,4,1,"CORN FLR,MASA,ENR,YEL",-6
378,"COUSCOUS,COOKED","SPAGHETTI,DRY,UNENRICHED",-2,-4,"RYE FLOUR,MEDIUM",-6
379,"MILLET,COOKED","CORNMEAL,WHOLE-GRAIN,YEL",-2,-6,"BUCKWHEAT GROATS,RSTD,DRY",-6
380,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR","CORNMEAL,DEGERMED,ENR,YEL",-1,-4,"WHEAT,SOFT RED WINTER",-6
381,"RICE,WHITE,SHORT-GRAIN,RAW","SEMOLINA,ENRICHED",-2,-5,"CORN FLR,WHOLE-GRAIN,YEL",-5
382,"RICE,WHITE,GLUTINOUS,RAW","SPAGHETTI,DRY,UNENRICHED",-2,-4,"SPAGHETTI,SPINACH,DRY",-6
383,TRITICALE,BUCKWHEAT,-1,-6,"WHEAT,SOFT RED WINTER",-6
384,"WHEAT,DURUM","MILLET,RAW",-1,-6,"BARLEY,HULLED",-6
385,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","CORN FLR,MASA,ENR,YEL",-3,-6,"RYE FLOUR,DARK",-6
386,"WHEAT FLR,WHITE,CAKE,ENR","CORN GRAIN,YEL",-2,-6,"QUINOA,UNCKD",-6
387,"WHEAT FLR,WHITE,TORTILLA MIX,ENR",ARROWROOT FLOUR,11,1,"CORN FLR,MASA,ENR,YEL",-6
388,"WHEAT,SPROUTED",BUCKWHEAT,-3,-6,"WHEAT,SOFT WHITE",-6
389,"SPAGHETTI,WHOLE-WHEAT,DRY","RICE,WHITE,GLUTINOUS,RAW",-1,-2,"SPAGHETTI,SPINACH,DRY",-6
390,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE","NOODLES,EGG,SPINACH,DRY,ENR",4,-5,"SPAGHETTI,SPINACH,DRY",-6
391,"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT","RICE,WHITE,MEDIUM-GRAIN,CKD",4,0,"SORGHUM FLR,REFINED,UNENR",-2
392,"SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY",-4,-6,"NOODLES,EGG,SPINACH,DRY,ENR",-5
393,"FAST FOODS,BISCUIT,W/EGG&BACON","FAST FOODS,NACHOS,W/CHS",12,4,"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",2
394,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE",8,6,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",5
395,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG","MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",9,3,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE",4
396,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN","POPEYES,COLESLAW",13,6,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",8
397,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS","MCDONALD'S,BIG MAC",8,5,"TACO BELL,SOFT TACO W/ STEAK",5
398,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE","DIGIORNO PIZZA,PEPPERONI TOPPING,THIN CRISPY CRUST,FRZ,BKD",12,7,"PIZZA HUT 14"" PEPPERONI PIZZA,PAN CRUST",7
399,"MCDONALD'S,HOTCAKES & SAUSAGE","FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",7,5,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD",6
400,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT & SKN W/ BREADING","FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",11,8,"KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN W/ BREADING",9
401,"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD","BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",5,3,"BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD",-1
402,"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD","BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R",0,-3,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW",-3
403,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,AUSTRALIAN,GRSSFD,RND,BTTM RND STEAK/ROAST,BNLSS,LN,RAW",-2,-3,"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",-3
404,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",0,-4,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",-2
405,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR","BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",6,0,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",-3
406,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",2,1,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",-3
407,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD","BEEF,NZ,IMP,KNUCKLE,CKD,FAST FRIED",2,-1,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",-2
408,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",6,-3,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",2
409,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD",5,-3,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",4
410,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",0,-2,"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",-1
411,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD","BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",7,2,"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW",-3
412,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW","BEEF,AUSTRALN,GRS-FED,LOIN,TOP LOIN STK/RST,BNLS,LN & FAT,RW",3,2,"BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,RAW",-2
413,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,RAW",3,1,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",-3
414,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD","BEEF,LOIN,TENDERLOIN STK,BNLESS,L,0"" F,ALL GRDS,CKD,GRILLED",1,0,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",-1
415,"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",1,-2,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FT,0"" FAT,CHOIC,CKD,RSTD",-2
416,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",4,1,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,RAW",-3
417,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRILLE","BEEF,NZ,IMP,RUMP CENTRE,LN,RAW",1,-3,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0
418,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,CKD,BRSD","BEEF,NZ,IMP,RUMP CENTRE,LN & FAT,CKD,FAST FRIED",6,-1,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",1
419,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL","BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",8,3,"BEEF,LOIN,TOP SRL CP STK,BNLS,LN & FT,1/8"" FT,ALGDS,CKD,GRLD",3
420,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST","BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,CHOIC,CKD,RSTD",8,0,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",0
421,"BEEF,RIB EYE RST,BNE-IN,LP-ON,LN & FT,1/8"" FT,AL GRD,CKD,RST","BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,CHOIC,RAW",7,-2,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",1
422,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,CKD,GRILLED",6,1,"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW",3
423,"BEEF,GROUND,UNSPEC FAT CONTENT,CKD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",2,-3,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",-2
424,"BEEF,PLATE STK,BNLS,OTSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRILD","BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,RAW",4,0,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",-2
425,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN & FAT,0"" FAT,SEL,RW","BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",3,-2,"BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,SEL,RAW",-3
426,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",6,0,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",1
