,Food label,Subs A,Subs B,True label
327,"ONIONS,DEHYDRATED FLAKES","SQUASH,WNTR,HUBBARD,BKD,WO/ SALT","CORNSALAD,RAW",A
328,"ONIONS,CND,SOL&LIQUIDS","SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT","BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",A
329,"ONIONS,YEL,SAUTEED","CHICORY GREENS,RAW","LAMBSQUARTERS,RAW",B
330,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT","KALE,CKD,BLD,DRND,WO/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT",B
331,"ONIONS,FRZ,WHL,CKD,BLD,DRND,WO/SALT","MUSHROOMS,SHIITAKE,CKD,WO/SALT","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",B
332,"ONIONS,YOUNG GRN,TOPS ONLY","BRUSSELS SPROUTS,RAW","BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",A
333,"ONIONS,SWT,RAW","PEPPERS,SWEET,YELLOW,RAW","PEPPERS,SWT,RED,RAW",B
334,"ONION RINGS,BREADED,PAR FR,FRZ,UNPREP","BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT","SWEET POTATOES,FRENCH FR,FRZ,UNPREP",A
335,"ONION RINGS,BREADED,PAR FR,FRZ,PREP,HTD IN OVEN","ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP","CARROTS,FROZEN,UNPREPARED",A
336,"PEAS&ONIONS,CND,SOL&LIQUIDS","WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",A
337,"PEPPERS,HOT CHILI,GRN,CND,PODS,EXCLUDING SEEDS,SOL&LIQUIDS","LAMBSQUARTERS,RAW","CAULIFLOWER,GREEN,RAW",A
338,"PEPPERS,SWT,GRN,CND,SOL&LIQUIDS","ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT","POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL",B
339,POI,"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM","CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",A
340,"POKEBERRY SHOOTS,(POKE),RAW","CHICORY,WITLOOF,RAW","COLLARDS,RAW",B
341,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT","WASABI,ROOT,RAW","CORN,SWEET,WHITE,RAW",A
342,"POTATOES,RUSSET,FLESH & SKN,RAW","POTATOES,BKD,SKN,WO/SALT","PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",A
343,"POTATOES,BKD,FLESH,WO/SALT","POTATOES,BKD,SKN,WO/SALT","POTATOES,RUSSET,FLESH & SKN,RAW",A
344,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED","POTATOES,WHITE,FLESH & SKN,RAW","LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",A
345,"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT","VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",B
346,"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER","PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP","PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT",A
347,"POTATOES,MSHD,DEHYD,PREP FROM FLAKES WO/ MILK,WHL MILK & BUT","TOMATO PRODUCTS,CND,PUREE,WO/SALT","ASPARAGUS,CND,REG PK,SOL&LIQUIDS",A
348,"POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH","EPPAW,RAW","CORN,SWT,WHITE,CND,CRM STYLE,REG PK",A
349,"POTATOES,FRENCH FR,SHOESTRNG,SALT ADDED IN PROC,FRZ,OVEN-HTD","CORN,SWT,WHITE,CND,CRM STYLE,REG PK","TOMATOES,RED,RIPE,CKD,STWD",A
350,"POTATOES,O'BRIEN,FRZ,PREP","CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",B
351,"POTATO PUFFS,FRZ,OVEN-HEATED","TARO SHOOTS,CKD,WO/SALT","TARO LEAVES,CKD,STMD,WO/SALT",B
352,"POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD","MUSTARD GRNS,CKD,BLD,DRND,W/SALT","ONIONS,CKD,BLD,DRND,WO/SALT",A
353,"POTATOES,FRNCH FR,CTTG-CUT,SALT NOT ADDED,FRZ,AS PRCH","WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT","SUCCOTASH,(CORN&LIMAS),RAW",B
354,"POTATOES,FRENCH FR,COTTAGE-CUT,SALT NOT ADDED,FRZ,OVEN-HTD","CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP","MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",A
355,"POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,OVEN-HTD","SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN","BEETS,CKD,BOILED. DRND,W/SALT",A
356,"POTATO SALAD,HOME-PREPARED","TOMATOES,RED,RIPE,CKD","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT",B
357,"PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT","CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS","CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT",B
358,"PUMPKIN LEAVES,RAW","TARO LEAVES,RAW","DRUMSTICK LEAVES,RAW",B
359,"PUMPKIN,RAW","SOYBEANS,GREEN,RAW","WATERCRESS,RAW",A
360,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT","SPINACH,CKD,BLD,DRND,WO/ SALT","POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT",B
361,"RADISHES,ORIENTAL,DRIED","BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT","BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT",A
362,"SALSIFY,(VEG OYSTER),RAW","COLLARDS,RAW","LOTUS ROOT,RAW",B
363,"SEAWEED,AGAR,RAW","SWEET POTATO LEAVES,RAW","ENDIVE,RAW",A
364,"SEAWEED,IRISHMOSS,RAW","SEAWEED,AGAR,DRIED","SEAWEED,LAVER,RAW",A
365,"SEAWEED,KELP,RAW","AMARANTH LEAVES,RAW","CHIVES,RAW",B
366,"SEAWEED,LAVER,RAW","SEAWEED,AGAR,DRIED","TARO LEAVES,RAW",B
367,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW","SOYBEANS,GREEN,RAW","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",A
368,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT","CAULIFLOWER,CKD,BLD,DRND,WO/SALT","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",B
369,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT","POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT","MUSHROOMS,WHITE,RAW",A
370,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW","SOYBEANS,GREEN,RAW","BAMBOO SHOOTS,RAW",A
371,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT","CABBAGE,SAVOY,RAW","EGGPLANT,CKD,BLD,DRND,WO/SALT",A
372,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT","POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM","BROCCOLI RAAB,CKD",A
373,"SWEET POTATO,RAW,UNPREP","SALSIFY,(VEG OYSTER),RAW","LOTUS ROOT,RAW",B
374,"TARO,RAW","LOTUS ROOT,RAW","SALSIFY,(VEG OYSTER),RAW",A
375,"TARO SHOOTS,RAW","TARO LEAVES,RAW","POKEBERRY SHOOTS,(POKE),RAW",A
376,"TOMATOES,GREEN,RAW","MUSHROOMS,SHIITAKE,RAW","BEET GREENS,RAW",A
377,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",A
378,"TOMATO JUC,CND,W/SALT","BROCCOLI,RAW","PEAS,EDIBLE-PODDED,RAW",B
379,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT",B
380,"TOMATO PRODUCTS,CND,SAU,W/ONIONS","POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM","CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",A
381,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS","BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW","FENNEL,BULB,RAW",B
382,"TURNIPS,RAW","SWEET POTATO LEAVES,RAW",POTATO FLOUR,A
383,"TURNIP GREENS,RAW","SWEET POTATO LEAVES,RAW","CHIVES,RAW",A
384,"TURNIP GRNS,CND,SOL&LIQUIDS","CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT","TOMATO SAU,CND,NO SALT ADDED",B
385,"TURNIP GRNS,FRZ,UNPREP","CHICORY GREENS,RAW","SEAWEED,AGAR,DRIED",A
386,"VEGETABLE JUC COCKTAIL,CND","EDAMAME,FRZ,UNPREP","ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",A
387,"VINESPINACH,(BASELLA),RAW","CHICORY GREENS,RAW","TARO LEAVES,RAW",B
388,"WATERCHESTNUTS,CHINESE,(MATAI),RAW","MOUNTAIN YAM,HAWAII,RAW","LOTUS ROOT,RAW",B
389,"WATERCRESS,RAW","SOYBEANS,GREEN,RAW","BAMBOO SHOOTS,RAW",A
390,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT","POTATOES,MICROWAVED,CKD IN SKN,FLESH,WO/SALT","POTATOES,BKD,FLESH & SKN,WO/ SALT",B
391,"WINGED BEAN LEAVES,RAW","TARO LEAVES,RAW","CHICORY GREENS,RAW",A
392,"BORAGE,RAW","ENDIVE,RAW","TURNIP GREENS,RAW",B
393,"BORAGE,CKD,BLD,DRND,WO/SALT","JUTE,POTHERB,RAW","LAMBSQUARTERS,RAW",B
394,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS","CRESS,GARDEN,RAW","BRUSSELS SPROUTS,RAW",B
395,"SHALLOTS,FREEZE-DRIED","LEEKS,(BULB&LOWER LEAF-PORTION),RAW","LIMA BNS,IMMAT SEEDS,RAW",B
396,"SQUASH,SMMR,ALL VAR,RAW","CABBAGE,SAVOY,RAW","MOUNTAIN YAM,HAWAII,RAW",A
397,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS","BROCCOLI,CHINESE,COOKED","KALE,FRZ,CKD,BLD,DRND,W/SALT",A
398,"CORN PUDD,HOME PREP","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT","SOYBEANS,MATURE SEEDS,SPROUTED,RAW",B
399,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",B
400,SPINACH SOUFFLE,"POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH","PEPPERS,SWT,GRN,CKD,BLD,DRND,WO/SALT",B
401,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED","VEGETABLES,MXD,FRZ,UNPREP","POTATOES,FLESH & SKN,RAW",A
402,"SEAWEED,WAKAME,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","SEAWEED,IRISHMOSS,RAW",A
403,POTATO PANCAKES,"PEAS&ONIONS,FRZ,UNPREP","BROCCOLI,CKD,BLD,DRND,W/SALT",A
404,"RADISH SEEDS,SPROUTED,RAW","BAMBOO SHOOTS,RAW","SOYBEANS,GREEN,RAW",B
405,"CARROT,DEHYDRATED","POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL","ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",A
406,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT","ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT","DANDELION GRNS,CKD,BLD,DRND,WO/SALT",B
407,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT","CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT","COLLARDS,CKD,BLD,DRND,WO/SALT",B
408,"BEETS,CKD,BOILED. DRND,W/SALT","CABBAGE,RED,CKD,BLD,DRND,WO/SALT","CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",B
409,"BORAGE,CKD,BLD,DRND,W/SALT","BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT","COLLARDS,CKD,BLD,DRND,WO/SALT",B
410,"BROCCOLI,LEAVES,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","DOCK,RAW",A
411,"CABBAGE,RED,CKD,BLD,DRND,W/SALT","PEAS,GRN,CND,NO SALT,SOL&LIQUIDS","POTATOES,RUSSET,FLESH & SKN,RAW",A
412,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT","DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT","BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,WO/SALT",A
413,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT","DANDELION GREENS,RAW","GOURD,DISHCLOTH (TOWELGOURD),RAW",A
414,"CARDOON,CKD,BLD,DRND,W/SALT","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT","PEPPERS,HUNGARIAN,RAW",A
415,"CARROTS,CKD,BLD,DRND,W/SALT","PEPPERS,ANCHO,DRIED","LOTUS ROOT,CKD,BLD,DRND,WO/SALT",A
416,"CARROTS,CND,NO SALT,SOL&LIQUIDS","LETTUCE,COS OR ROMAINE,RAW","SPINACH,FRZ,CHOPD OR LEAF,UNPREP",B
417,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT","SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED","TURNIP GRNS&TURNIPS,FRZ,UNPREP",A
418,"CELERY,CKD,BLD,DRND,W/SALT","MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT","BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",B
419,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT","ASPARAGUS,CKD,BLD,DRND,W/SALT","ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",B
420,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS","CAULIFLOWER,FRZ,UNPREP","TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT",B
421,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT","POTATOES,HASH BROWN,FRZ,W/ BUTTER SAU,UNPREP","BURDOCK ROOT,CKD,BLD,DRND,WO/SALT",B
422,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT","GARLIC,RAW",A
423,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT","CAULIFLOWER,CKD,BLD,DRND,WO/SALT","PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",B
424,"MUSHROOMS,SHIITAKE,CKD,W/SALT","OKRA,FRZ,CKD,BLD,DRND,WO/SALT","RADISHES,ORIENTAL,RAW",A
425,"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT","CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",B
426,"OKRA,CKD,BLD,DRND,W/SALT","LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP","VEGETABLES,MXD (CORN,LIMA BNS,PEAS,GRN BNS,CRRT) CND,NO SALT",A
427,"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT","JUTE,POTHERB,CKD,BLD,DRND,WO/SALT","LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT",A
428,"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT","PEAS,GRN,CKD,BLD,DRND,W/SALT","PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT",A
429,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT","MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED","CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",A
430,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT","POTATOES,RUSSET,FLESH & SKN,BKD","PUMPKIN,CND,WO/SALT",B
431,"POTATOES,BLD,CKD IN SKN,SKN,W/SALT","PIGEONPEAS,IMMAT SEEDS,RAW","PEAS&ONIONS,FRZ,CKD,BLD,DRND,WO/SALT",A
432,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT","MUSHROOMS,MAITAKE,RAW","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",B
433,"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE","POTATOES,CND,DRND SOL,NO SALT","MUSTARD GRNS,FRZ,UNPREP",B
434,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT","CABBAGE,RED,CKD,BLD,DRND,W/SALT","YAM,CKD,BLD,DRND,OR BKD,W/SALT",B
435,"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",B
436,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT","PEAS,GRN,FRZ,CKD,BLD,DRND,WO/SALT","BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",A
437,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT","PIMENTO,CANNED","BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",B
438,"TOMATOES,RED,RIPE,CKD,W/ SALT","EGGPLANT,CKD,BLD,DRND,W/SALT","JERUSALEM-ARTICHOKES,RAW",B
439,"TOMATO JUC,CND,WO/ SALT ADDED","WINGED BEAN LEAVES,RAW","LAMBSQUARTERS,RAW",B
440,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT","NEW ZEALAND SPINACH,RAW","BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",B
441,"WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT","DRUMSTICK PODS,CKD,BLD,DRND,W/ SALT","BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",B
442,"YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT","WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS","BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",A
443,"YARDLONG BEAN,CKD,BLD,DRND,W/SALT","MUSHROOMS,WHITE,MICROWAVED","PEAS,GRN,CND,DRND SOL,RINSED IN TAP H2O",A
444,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT","COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT","VEGETABLES,MXD,FRZ,UNPREP",A
445,"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM","PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",B
446,"PEPPERS,SWT,RED,CND,SOL&LIQUIDS","SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT","MUSHROOMS,WHITE,RAW",B
447,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,W/ SALT","PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT","SQUASH,ZUCCHINI,BABY,RAW",B
448,"SESBANIA FLOWER,CKD,STMD,W/SALT","CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT","DRUMSTICK LEAVES,CKD,BLD,DRND,W/ SALT",B
449,"DOCK,CKD,BLD,DRND,W/SALT","SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT","SWEET POTATO,CND,SYRUP PK,DRND SOL",B
450,"POTATOES,MSHD,DEHYD,PREP FRM FLKS WO/ MILK,WHL MILK&MARG ADD","GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT","MUSHROOMS,SHIITAKE,CKD,WO/SALT",B
451,"PEPPERS,SWT,RED,FREEZE-DRIED","MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT","POTATOES,MSHD,DEHYD,PREP FRM FLKS WO/ MILK,WHL MILK&MARG ADD",A
452,Catsup,"ONIONS,SPRING OR SCALLIONS (INCL TOPS&BULB),RAW",POTATO FLOUR,B
453,"PICKLES,CUCUMBER,DILL OR KOSHER DILL","BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP","MUSTARD GRNS,CKD,BLD,DRND,W/SALT",A
454,"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)","MUSHROOMS,OYSTER,RAW","POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",B
455,"PICKLES,CUCUMBER,SOUR","CAULIFLOWER,CKD,BLD,DRND,W/SALT","PIGEONPEAS,IMMAT SEEDS,RAW",B
456,"PICKLE RELISH,HOT DOG","TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY","ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,WO/SALT",B
457,"PICKLE RELISH,SWEET","CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT","PEAS,GRN (INCLUDES BABY & LESUER TYPES),CND,DRND SOL,UNPREP",B
458,"TOMATILLOS,RAW","PEPPERS,SWT,RED,RAW","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",A
459,"TOMATOES,SUN-DRIED","CHIVES,RAW","ENDIVE,RAW",A
460,"PICKLE RELISH,HAMBURGER","SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT","CELERY,CKD,BLD,DRND,W/SALT",A
461,"PEPPERS,HOT CHILE,SUN-DRIED","BUTTERBUR,CANNED","GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT",B
462,"CAULIFLOWER,GREEN,RAW","CHICORY GREENS,RAW","KALE,RAW",B
463,"CABBAGE,NAPA,COOKED","SPINACH,FRZ,CHOPD OR LEAF,UNPREP","COLLARDS,RAW",A
464,"GRAPE LEAVES,CND","BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT","WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",A
465,"PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT","PEAS&ONIONS,FRZ,UNPREP","SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",A
466,"MUSHROOMS,STRAW,CND,DRND SOL","OKRA,CKD,BLD,DRND,WO/SALT","DRUMSTICK LEAVES,RAW",B
467,"FIDDLEHEAD FERNS,RAW","TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT","COLLARDS,CKD,BLD,DRND,WO/SALT",A
468,"PUMPKIN&SQUASH SD KRNLS,DRIED","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT","SISYMBRIUM SP. SEEDS,WHL,DRIED",A
469,"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT","PISTACHIO NUTS,DRY RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",B
470,"SAFFLOWER SD KRNLS,DRIED","SISYMBRIUM SP. SEEDS,WHL,DRIED","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",B
471,"BRAZILNUTS,DRIED,UNBLANCHED","NUTS,CASHEW NUTS,RAW","ALMONDS,DRY RSTD,WO/SALT",B
472,"CASHEW NUTS,DRY RSTD,WO/SALT","PINE NUTS,PINYON,DRIED","COCONUT MEAT,RAW",A
473,"CASHEW NUTS,OIL RSTD,WO/SALT","MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",B
474,"NUTS,CASHEW NUTS,RAW","ALMONDS,DRY RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",A
475,"MACADAMIA NUTS,RAW","WALNUTS,BLACK,DRIED",PECANS,A
476,"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT","PECANS,DRY RSTD,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",B
477,"PECANS,OIL RSTD,WO/SALT","PECANS,DRY RSTD,WO/SALT","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",B
478,"PISTACHIO NUTS,DRY RSTD,WO/SALT","ALMONDS,DRY RSTD,WO/SALT","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",B
479,"WALNUTS,ENGLISH","SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT","PISTACHIO NUTS,DRY RSTD,WO/SALT",A
480,"SESAME SD KRNLS,DRIED (DECORT)","PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT","SAFFLOWER SD KRNLS,DRIED",A
481,"BEEF,RTL CUTS,FAT,RAW","BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",B
482,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD","BEEF,NZ,IMP,FLAT,LN & FAT,RAW","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",B
483,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,NZ,IMP,BRISKET POINT END,LN,CKD,BRSD",A
484,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,CKD,FAST FRIED","BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW",B
485,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD","BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,CKD,RSTD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED",A
