,u,v,Food id,Substitution id,Scores,Scores (Sigmoid),Food label,Substitution label,Food Nutri-Value,Substitution Nutri-Value
6369,1584,7300,http://idea.rpi.edu/heals/kb/usda#06981,http://idea.rpi.edu/heals/kb/usda#23119,0.66851586,0.6611708,"SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY","BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",16,0
2751,1606,5122,http://idea.rpi.edu/heals/kb/usda#07005,http://idea.rpi.edu/heals/kb/usda#16428,-0.49168012,0.37949786,BLOOD SAUSAGE,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",16,3
7676,1606,3400,http://idea.rpi.edu/heals/kb/usda#07005,http://idea.rpi.edu/heals/kb/usda#11624,0.8622816,0.7031371,BLOOD SAUSAGE,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",16,-6
2765,1607,5493,http://idea.rpi.edu/heals/kb/usda#07006,http://idea.rpi.edu/heals/kb/usda#17290,1.640909,0.8376586,BOCKWURST  PORK  VEAL  RAW,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,RAW",15,4
6670,1607,4818,http://idea.rpi.edu/heals/kb/usda#07006,http://idea.rpi.edu/heals/kb/usda#15242,1.640909,0.8376586,BOCKWURST  PORK  VEAL  RAW,"CRAYFISH,MXD SP,FARMED,RAW",15,-5
2920,1610,3777,http://idea.rpi.edu/heals/kb/usda#07010,http://idea.rpi.edu/heals/kb/usda#12093,0.42548153,0.6047942,"BOLOGNA,PORK","CHESTNUTS,CHINESE,RAW",14,0
6421,1610,6613,http://idea.rpi.edu/heals/kb/usda#07010,http://idea.rpi.edu/heals/kb/usda#20077,8.025794,0.99967325,"BOLOGNA,PORK","WHEAT BRAN,CRUDE",14,-8
480,1621,2353,http://idea.rpi.edu/heals/kb/usda#07022,http://idea.rpi.edu/heals/kb/usda#09214,0.9120802,0.71342564,"FRANKFURTER,BF,UNHTD","ORANGE JUC,FRZ CONC,UNSWTND,UNDIL",18,5
482,1621,6572,http://idea.rpi.edu/heals/kb/usda#07022,http://idea.rpi.edu/heals/kb/usda#20031,4.2980714,0.9865876,"FRANKFURTER,BF,UNHTD","MILLET,RAW",18,-6
9085,1629,3128,http://idea.rpi.edu/heals/kb/usda#07030,http://idea.rpi.edu/heals/kb/usda#11265,-0.96110517,0.276657,"HAM,MINCED","MUSHROOMS,PORTABELLA,RAW",15,-2
6487,1629,5096,http://idea.rpi.edu/heals/kb/usda#07030,http://idea.rpi.edu/heals/kb/usda#16386,1.1378231,0.75727975,"HAM,MINCED","PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",15,-7
3175,1645,2455,http://idea.rpi.edu/heals/kb/usda#07050,http://idea.rpi.edu/heals/kb/usda#09352,-2.6719916,0.06464644,"MORTADELLA,BEEF,PORK","BLUEBERRIES,CND,LT SYRUP,DRND",17,2
3185,1645,8401,http://idea.rpi.edu/heals/kb/usda#07050,http://idea.rpi.edu/heals/kb/usda#35038,0.46069387,0.6131788,"MORTADELLA,BEEF,PORK","FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",17,-6
7685,1652,2405,http://idea.rpi.edu/heals/kb/usda#07057,http://idea.rpi.edu/heals/kb/usda#09274,0.78129804,0.6859598,"PEPPERONI,PORK,BEEF","PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",21,11
6310,1652,5591,http://idea.rpi.edu/heals/kb/usda#07057,http://idea.rpi.edu/heals/kb/usda#17388,0.93911123,0.71892005,"PEPPERONI,PORK,BEEF","LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD",21,-3
494,1653,2373,http://idea.rpi.edu/heals/kb/usda#07058,http://idea.rpi.edu/heals/kb/usda#09241,0.6840519,0.66464245,"PICKLE&PIMIENTO LOAF,PORK","PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",12,3
3448,1653,8445,http://idea.rpi.edu/heals/kb/usda#07058,http://idea.rpi.edu/heals/kb/usda#35088,1.0570446,0.74212533,"PICKLE&PIMIENTO LOAF,PORK","FISH,WHITEFISH,BROAD,LIVER (ALASKA NATIVE)",12,-4
2788,1663,4753,http://idea.rpi.edu/heals/kb/usda#07068,http://idea.rpi.edu/heals/kb/usda#15177,2.1127868,0.89213973,SALAMI  CKD  BF,"WHELK,UNSPECIFIED,RAW",17,-2
2789,1663,2948,http://idea.rpi.edu/heals/kb/usda#07068,http://idea.rpi.edu/heals/kb/usda#11030,2.628363,0.93266475,SALAMI  CKD  BF,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",17,-3
2793,1669,1259,http://idea.rpi.edu/heals/kb/usda#07074,http://idea.rpi.edu/heals/kb/usda#06112,-0.06307079,0.48423755,"SMOKED LINK SAUSAGE,PORK","SAUCE,TERIYAKI,RTS",16,11
3370,1669,5686,http://idea.rpi.edu/heals/kb/usda#07074,http://idea.rpi.edu/heals/kb/usda#18055,0.70935684,0.670259,"SMOKED LINK SAUSAGE,PORK","BREAD,RED-CAL,WHEAT",16,-5
5616,1691,3725,http://idea.rpi.edu/heals/kb/usda#07209,http://idea.rpi.edu/heals/kb/usda#11990,1.1997321,0.76847714,OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),"WASABI,ROOT,RAW",6,-6
5616,1691,3725,http://idea.rpi.edu/heals/kb/usda#07209,http://idea.rpi.edu/heals/kb/usda#11990,1.1997321,0.76847714,OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),"WASABI,ROOT,RAW",6,-6
8771,1768,8480,http://idea.rpi.edu/heals/kb/usda#07912,http://idea.rpi.edu/heals/kb/usda#35161,1.8498509,0.8641096,ROAST BF SPRD,"CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)",11,9
8772,1768,2312,http://idea.rpi.edu/heals/kb/usda#07912,http://idea.rpi.edu/heals/kb/usda#09149,1.8498509,0.8641096,ROAST BF SPRD,"KUMQUATS,RAW",11,-4
9139,1803,652,http://idea.rpi.edu/heals/kb/usda#07950,http://idea.rpi.edu/heals/kb/usda#04135,0.7053295,0.6693683,FRANKFURTER  MEAT,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",15,14
6434,1803,4779,http://idea.rpi.edu/heals/kb/usda#07950,http://idea.rpi.edu/heals/kb/usda#15203,1.19254,0.76719505,FRANKFURTER  MEAT,"MONKFISH,COOKED,DRY HEAT",15,-4
500,1821,4244,http://idea.rpi.edu/heals/kb/usda#07968,http://idea.rpi.edu/heals/kb/usda#13940,0.7876949,0.68733615,"KIELBASA,FULLY CKD,GRILLED","BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD",18,-1
1031,1821,8508,http://idea.rpi.edu/heals/kb/usda#07968,http://idea.rpi.edu/heals/kb/usda#35192,0.7876949,0.68733615,"KIELBASA,FULLY CKD,GRILLED","AGAVE,RAW (SOUTHWEST)",18,-5
6410,1825,8170,http://idea.rpi.edu/heals/kb/usda#07972,http://idea.rpi.edu/heals/kb/usda#28302,0.6959309,0.667285,"MEATBALLS,FRZ,ITALIAN STYLE","COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",10,7
6705,1825,4842,http://idea.rpi.edu/heals/kb/usda#07972,http://idea.rpi.edu/heals/kb/usda#16001,0.6959309,0.667285,"MEATBALLS,FRZ,ITALIAN STYLE","BEANS,ADZUKI,MATURE SEEDS,RAW",10,-6
6895,2186,3321,http://idea.rpi.edu/heals/kb/usda#09008,http://idea.rpi.edu/heals/kb/usda#11503,-5.8885922,0.002763218,"APPLES,CND,SWTND,SLICED,DRND,HTD","SWAMP CABBAGE,(SKUNK CABBAGE),RAW",1,-2
6898,2186,2015,http://idea.rpi.edu/heals/kb/usda#09008,http://idea.rpi.edu/heals/kb/usda#08451,-0.057674024,0.4855855,"APPLES,CND,SWTND,SLICED,DRND,HTD","CEREALS,QUAKER,QUICK OATS W/ IRON,DRY",1,-6
1006,2195,6891,http://idea.rpi.edu/heals/kb/usda#09017,http://idea.rpi.edu/heals/kb/usda#21254,0.87652814,0.70610225,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C","BURGER KING,DOUBLE WHOPPER,NO CHS",10,5
1007,2195,4596,http://idea.rpi.edu/heals/kb/usda#09017,http://idea.rpi.edu/heals/kb/usda#15016,0.87652814,0.70610225,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C","COD,ATLANTIC,CKD,DRY HEAT",10,-4
3251,2197,2577,http://idea.rpi.edu/heals/kb/usda#09019,http://idea.rpi.edu/heals/kb/usda#10043,1.5847741,0.8298796,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)","PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,CKD,RSTD",1,-1
3254,2197,6598,http://idea.rpi.edu/heals/kb/usda#09019,http://idea.rpi.edu/heals/kb/usda#20062,5.0565915,0.9936731,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",RYE GRAIN,1,-6
200,2199,2655,http://idea.rpi.edu/heals/kb/usda#09021,http://idea.rpi.edu/heals/kb/usda#10120,0.8223183,0.69472826,"APRICOTS,RAW","PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED",0,-1
1237,2199,8470,http://idea.rpi.edu/heals/kb/usda#09021,http://idea.rpi.edu/heals/kb/usda#35150,0.8223183,0.69472826,"APRICOTS,RAW","FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",0,-4
3196,2218,6720,http://idea.rpi.edu/heals/kb/usda#09040,http://idea.rpi.edu/heals/kb/usda#20628,1.0289038,0.73670334,"BANANAS,RAW","WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR",1,-3
3204,2218,278,http://idea.rpi.edu/heals/kb/usda#09040,http://idea.rpi.edu/heals/kb/usda#02042,1.742202,0.8509666,"BANANAS,RAW","SPICES,THYME,DRIED",1,-5
199,2220,4922,http://idea.rpi.edu/heals/kb/usda#09042,http://idea.rpi.edu/heals/kb/usda#16084,0.26694652,0.5663431,"BLACKBERRIES,RAW","MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",-4,-8
199,2220,4922,http://idea.rpi.edu/heals/kb/usda#09042,http://idea.rpi.edu/heals/kb/usda#16084,0.26694652,0.5663431,"BLACKBERRIES,RAW","MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",-4,-8
67,2221,1576,http://idea.rpi.edu/heals/kb/usda#09043,http://idea.rpi.edu/heals/kb/usda#06970,-1.6822069,0.15680347,"BLACKBERRY JUC,CND","SOUP,CHICK BROTH,LO NA,CND",1,-1
65,2221,3098,http://idea.rpi.edu/heals/kb/usda#09043,http://idea.rpi.edu/heals/kb/usda#11235,2.8707757,0.94638276,"BLACKBERRY JUC,CND","KALE,FROZEN,UNPREPARED",1,-3
2951,2222,4697,http://idea.rpi.edu/heals/kb/usda#09044,http://idea.rpi.edu/heals/kb/usda#15117,0.9751477,0.7261443,"CHERRIES,TART,DRIED,SWTND","TUNA,FRESH,BLUEFIN,RAW",12,-3
405,2222,2982,http://idea.rpi.edu/heals/kb/usda#09044,http://idea.rpi.edu/heals/kb/usda#11088,1.4805039,0.8146487,"CHERRIES,TART,DRIED,SWTND","BROADBEANS,IMMAT SEEDS,RAW",12,-7
190,2225,2715,http://idea.rpi.edu/heals/kb/usda#09050,http://idea.rpi.edu/heals/kb/usda#10199,0.6788291,0.66347736,"BLUEBERRIES,RAW","PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW",0,-2
1148,2225,5116,http://idea.rpi.edu/heals/kb/usda#09050,http://idea.rpi.edu/heals/kb/usda#16422,0.6788291,0.66347736,"BLUEBERRIES,RAW","SOY PROT ISOLATE,K TYPE",0,-6
6697,2250,3392,http://idea.rpi.edu/heals/kb/usda#09078,http://idea.rpi.edu/heals/kb/usda#11615,0.39209917,0.5967879,"CRANBERRIES,RAW","CHIVES,FREEZE-DRIED",-4,-7
6697,2250,3392,http://idea.rpi.edu/heals/kb/usda#09078,http://idea.rpi.edu/heals/kb/usda#11615,0.39209917,0.5967879,"CRANBERRIES,RAW","CHIVES,FREEZE-DRIED",-4,-7
2948,2251,3377,http://idea.rpi.edu/heals/kb/usda#09079,http://idea.rpi.edu/heals/kb/usda#11591,-0.732123,0.32472903,"CRANBERRIES,DRIED,SWTND","WATERCRESS,RAW",8,-1
362,2251,240,http://idea.rpi.edu/heals/kb/usda#09079,http://idea.rpi.edu/heals/kb/usda#02003,2.8155751,0.9435117,"CRANBERRIES,DRIED,SWTND","SPICES,BASIL,DRIED",8,-6
1203,2256,3743,http://idea.rpi.edu/heals/kb/usda#09085,http://idea.rpi.edu/heals/kb/usda#12016,-1.096567,0.25038368,"CURRANTS,ZANTE,DRIED","PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT",6,5
222,2256,5942,http://idea.rpi.edu/heals/kb/usda#09085,http://idea.rpi.edu/heals/kb/usda#18374,1.2793715,0.7823428,"CURRANTS,ZANTE,DRIED","LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",6,-9
7900,2260,6711,http://idea.rpi.edu/heals/kb/usda#09089,http://idea.rpi.edu/heals/kb/usda#20521,0.56815547,0.63833743,"FIGS,RAW","SPAGHETTI,CKD,UNENR,W/ SALT",0,-2
7900,2260,6711,http://idea.rpi.edu/heals/kb/usda#09089,http://idea.rpi.edu/heals/kb/usda#20521,0.56815547,0.63833743,"FIGS,RAW","SPAGHETTI,CKD,UNENR,W/ SALT",0,-2
372,2267,2179,http://idea.rpi.edu/heals/kb/usda#09096,http://idea.rpi.edu/heals/kb/usda#09001,0.53125995,0.62977695,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS","ACEROLA,(WEST INDIAN CHERRY),RAW",0,-1
2955,2267,5091,http://idea.rpi.edu/heals/kb/usda#09096,http://idea.rpi.edu/heals/kb/usda#16375,0.53125995,0.62977695,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS","LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",0,-7
1025,2297,3274,http://idea.rpi.edu/heals/kb/usda#09130,http://idea.rpi.edu/heals/kb/usda#11444,-1.5207449,0.17935185,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C","SEAWEED,IRISHMOSS,RAW",3,-1
85,2297,5117,http://idea.rpi.edu/heals/kb/usda#09130,http://idea.rpi.edu/heals/kb/usda#16423,0.52227825,0.62768036,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C","SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",3,-3
3131,2313,3448,http://idea.rpi.edu/heals/kb/usda#09150,http://idea.rpi.edu/heals/kb/usda#11707,1.2114391,0.77055347,"LEMONS,RAW,WITHOUT PEEL","ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",-2,-2
3131,2313,3448,http://idea.rpi.edu/heals/kb/usda#09150,http://idea.rpi.edu/heals/kb/usda#11707,1.2114391,0.77055347,"LEMONS,RAW,WITHOUT PEEL","ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",-2,-2
1003,2314,6271,http://idea.rpi.edu/heals/kb/usda#09152,http://idea.rpi.edu/heals/kb/usda#19165,0.71111387,0.67064726,"LEMON JUICE,RAW","COCOA,DRY PDR,UNSWTND",0,0
7145,2314,5948,http://idea.rpi.edu/heals/kb/usda#09152,http://idea.rpi.edu/heals/kb/usda#18384,1.1554816,0.7605107,"LEMON JUICE,RAW","BREAD,RICE BRAN,TOASTED",0,-3
1014,2319,3028,http://idea.rpi.edu/heals/kb/usda#09160,http://idea.rpi.edu/heals/kb/usda#11145,-0.18322995,0.45432025,"LIME JUICE,RAW","CELTUCE,RAW",0,-1
980,2319,4918,http://idea.rpi.edu/heals/kb/usda#09160,http://idea.rpi.edu/heals/kb/usda#16080,2.230767,0.9029786,"LIME JUICE,RAW","MUNG BNS,MATURE SEEDS,RAW",0,-5
115,2321,3821,http://idea.rpi.edu/heals/kb/usda#09163,http://idea.rpi.edu/heals/kb/usda#12158,1.7127026,0.8471865,"BLUEBERRIES,DRIED,SWTND","BREADFRUIT SEEDS,ROASTED",7,-6
115,2321,3821,http://idea.rpi.edu/heals/kb/usda#09163,http://idea.rpi.edu/heals/kb/usda#12158,1.7127026,0.8471865,"BLUEBERRIES,DRIED,SWTND","BREADFRUIT SEEDS,ROASTED",7,-6
2131,2324,5105,http://idea.rpi.edu/heals/kb/usda#09167,http://idea.rpi.edu/heals/kb/usda#16402,0.5166424,0.6263623,"LOGANBERRIES,FROZEN","PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",-4,-6
2194,2324,4843,http://idea.rpi.edu/heals/kb/usda#09167,http://idea.rpi.edu/heals/kb/usda#16002,0.5166424,0.6263623,"LOGANBERRIES,FROZEN","BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",-4,-8
7883,2332,3703,http://idea.rpi.edu/heals/kb/usda#09181,http://idea.rpi.edu/heals/kb/usda#11968,0.6341098,0.65342075,"MELONS,CANTALOUPE,RAW","CAULIFLOWER,GRN,CKD,W/ SALT",1,-2
7883,2332,3703,http://idea.rpi.edu/heals/kb/usda#09181,http://idea.rpi.edu/heals/kb/usda#11968,0.6341098,0.65342075,"MELONS,CANTALOUPE,RAW","CAULIFLOWER,GRN,CKD,W/ SALT",1,-2
3275,2334,251,http://idea.rpi.edu/heals/kb/usda#09184,http://idea.rpi.edu/heals/kb/usda#02014,-5.0319705,0.0064836266,"MELONS,HONEYDEW,RAW",CUMIN SEED,1,-4
7841,2334,4880,http://idea.rpi.edu/heals/kb/usda#09184,http://idea.rpi.edu/heals/kb/usda#16041,0.86111706,0.702894,"MELONS,HONEYDEW,RAW","BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",1,-9
6380,2339,7338,http://idea.rpi.edu/heals/kb/usda#09193,http://idea.rpi.edu/heals/kb/usda#23158,0.9603329,0.72318846,"OLIVES,RIPE,CND (SMALL-EXTRA LRG)","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",7,1
6382,2339,2328,http://idea.rpi.edu/heals/kb/usda#09193,http://idea.rpi.edu/heals/kb/usda#09175,0.9603329,0.72318846,"OLIVES,RIPE,CND (SMALL-EXTRA LRG)","MAMMY-APPLE,(MAMEY),RAW",7,-3
6506,2343,2597,http://idea.rpi.edu/heals/kb/usda#09201,http://idea.rpi.edu/heals/kb/usda#10061,0.80516315,0.6910778,"ORANGES,RAW,CALIFORNIA,VALENCIAS","PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD",-2,-3
6506,2343,2597,http://idea.rpi.edu/heals/kb/usda#09201,http://idea.rpi.edu/heals/kb/usda#10061,0.80516315,0.6910778,"ORANGES,RAW,CALIFORNIA,VALENCIAS","PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD",-2,-3
75,2347,3796,http://idea.rpi.edu/heals/kb/usda#09206,http://idea.rpi.edu/heals/kb/usda#12120,-5.001875,0.006680398,"ORANGE JUICE,RAW",HAZELNUTS OR FILBERTS,1,1
79,2347,6552,http://idea.rpi.edu/heals/kb/usda#09206,http://idea.rpi.edu/heals/kb/usda#20009,11.954318,0.99999356,"ORANGE JUICE,RAW","BUCKWHEAT GROATS,RSTD,DRY",1,-6
6778,2355,8401,http://idea.rpi.edu/heals/kb/usda#09216,http://idea.rpi.edu/heals/kb/usda#35038,2.2704396,0.90639913,"ORANGE PEEL,RAW","FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",-4,-6
6778,2355,8401,http://idea.rpi.edu/heals/kb/usda#09216,http://idea.rpi.edu/heals/kb/usda#35038,2.2704396,0.90639913,"ORANGE PEEL,RAW","FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",-4,-6
7915,2357,4768,http://idea.rpi.edu/heals/kb/usda#09218,http://idea.rpi.edu/heals/kb/usda#15192,1.3866109,0.8000507,"TANGERINES,(MANDARIN ORANGES),RAW","COD,PACIFIC,CKD,DRY HEAT",1,0
3341,2357,4858,http://idea.rpi.edu/heals/kb/usda#09218,http://idea.rpi.edu/heals/kb/usda#16019,1.4986475,0.8173726,"TANGERINES,(MANDARIN ORANGES),RAW","BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",1,-6
15,2364,2266,http://idea.rpi.edu/heals/kb/usda#09229,http://idea.rpi.edu/heals/kb/usda#09095,-0.26816916,0.4333566,"PAPAYA NECTAR,CANNED","FIGS,DRIED,STEWED",3,2
17,2364,4908,http://idea.rpi.edu/heals/kb/usda#09229,http://idea.rpi.edu/heals/kb/usda#16070,2.3042035,0.9092246,"PAPAYA NECTAR,CANNED","LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",3,-9
320,2368,4617,http://idea.rpi.edu/heals/kb/usda#09236,http://idea.rpi.edu/heals/kb/usda#15037,0.54307187,0.6325267,"PEACHES,RAW","HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",0,-4
321,2368,1998,http://idea.rpi.edu/heals/kb/usda#09236,http://idea.rpi.edu/heals/kb/usda#08384,0.54307187,0.6325267,"PEACHES,RAW","CEREALS RTE,KELLOGG,KELLOGG'S MINI-WHEATS,UNFROSTED BITE SZE",0,-6
102,2375,2985,http://idea.rpi.edu/heals/kb/usda#09243,http://idea.rpi.edu/heals/kb/usda#11091,1.2813952,0.7826872,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS","BROCCOLI,CKD,BLD,DRND,WO/SALT",3,-4
3468,2375,3191,http://idea.rpi.edu/heals/kb/usda#09243,http://idea.rpi.edu/heals/kb/usda#11344,1.2813952,0.7826872,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS","PIGEONPEAS,IMMAT SEEDS,RAW",3,-8
7745,2383,6461,http://idea.rpi.edu/heals/kb/usda#09252,http://idea.rpi.edu/heals/kb/usda#19445,1.1089602,0.7519352,"PEARS,RAW","SNACKS,POTATO CHIPS,FRM DRIED POTATOES,FAT-FREE,W/ OLESTRA",-1,-1
7760,2383,1156,http://idea.rpi.edu/heals/kb/usda#09252,http://idea.rpi.edu/heals/kb/usda#05717,1.1089602,0.7519352,"PEARS,RAW","TURKEY,RTL PARTS,THIGH,MEAT ONLY,RAW",-1,-4
7944,2399,2949,http://idea.rpi.edu/heals/kb/usda#09268,http://idea.rpi.edu/heals/kb/usda#11031,-2.766835,0.05914289,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","LIMA BNS,IMMAT SEEDS,RAW",3,-8
1790,2399,4875,http://idea.rpi.edu/heals/kb/usda#09268,http://idea.rpi.edu/heals/kb/usda#16036,1.3657377,0.7966906,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS","BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",3,-9
205,2403,8322,http://idea.rpi.edu/heals/kb/usda#09272,http://idea.rpi.edu/heals/kb/usda#32021,2.1293783,0.893726,"PINEAPPLE,FRZ,CHUNKS,SWTND","SPANISH RICE MIX,DRY MIX,PREP (WITH CANOLA/VEGETABLE OIL BLE",4,1
207,2403,4645,http://idea.rpi.edu/heals/kb/usda#09272,http://idea.rpi.edu/heals/kb/usda#15065,7.2529616,0.9992924,"PINEAPPLE,FRZ,CHUNKS,SWTND","POLLOCK,ATLANTIC,RAW",4,-4
160,2410,4818,http://idea.rpi.edu/heals/kb/usda#09279,http://idea.rpi.edu/heals/kb/usda#15242,0.5019796,0.62292445,"PLUMS,RAW","CRAYFISH,MXD SP,FARMED,RAW",1,-5
1798,2410,3169,http://idea.rpi.edu/heals/kb/usda#09279,http://idea.rpi.edu/heals/kb/usda#11305,2.240674,0.90384305,"PLUMS,RAW","PEAS,GRN,CKD,BLD,DRND,WO/SALT",1,-6
1165,2419,5409,http://idea.rpi.edu/heals/kb/usda#09289,http://idea.rpi.edu/heals/kb/usda#17205,0.88163877,0.70716166,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",2,-3
1244,2419,5067,http://idea.rpi.edu/heals/kb/usda#09289,http://idea.rpi.edu/heals/kb/usda#16328,0.88163877,0.70716166,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",2,-7
6721,2427,7608,http://idea.rpi.edu/heals/kb/usda#09297,http://idea.rpi.edu/heals/kb/usda#23441,2.2093594,0.90108687,"RAISINS,GOLDEN SEEDLESS","BEEF,NZ,IMP,TENDERLOIN,LN,RAW",7,-2
6723,2427,2932,http://idea.rpi.edu/heals/kb/usda#09297,http://idea.rpi.edu/heals/kb/usda#11011,2.2093594,0.90108687,"RAISINS,GOLDEN SEEDLESS","ASPARAGUS,RAW",7,-3
1209,2428,6572,http://idea.rpi.edu/heals/kb/usda#09298,http://idea.rpi.edu/heals/kb/usda#20031,0.9728907,0.7256953,"RAISINS,SEEDLESS","MILLET,RAW",9,-6
1209,2428,6572,http://idea.rpi.edu/heals/kb/usda#09298,http://idea.rpi.edu/heals/kb/usda#20031,0.9728907,0.7256953,"RAISINS,SEEDLESS","MILLET,RAW",9,-6
412,2429,4874,http://idea.rpi.edu/heals/kb/usda#09299,http://idea.rpi.edu/heals/kb/usda#16035,-0.5646764,0.36246613,"RAISINS,SEEDED","BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",-3,-6
2209,2429,4892,http://idea.rpi.edu/heals/kb/usda#09299,http://idea.rpi.edu/heals/kb/usda#16053,3.2102938,0.96121985,"RAISINS,SEEDED","BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",-3,-8
1786,2431,3087,http://idea.rpi.edu/heals/kb/usda#09302,http://idea.rpi.edu/heals/kb/usda#11223,0.30756825,0.57629156,"RASPBERRIES,RAW","DRUMSTICK LEAVES,CKD,BLD,DRND,WO/ SALT",-5,-5
2197,2431,4910,http://idea.rpi.edu/heals/kb/usda#09302,http://idea.rpi.edu/heals/kb/usda#16072,0.30756825,0.57629156,"RASPBERRIES,RAW","LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",-5,-8
7360,2442,1002,http://idea.rpi.edu/heals/kb/usda#09316,http://idea.rpi.edu/heals/kb/usda#05219,-2.445845,0.07974294,"STRAWBERRIES,RAW","TURKEY,BREAST,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RAW",-1,-3
7353,2442,4678,http://idea.rpi.edu/heals/kb/usda#09316,http://idea.rpi.edu/heals/kb/usda#15098,-0.37838808,0.40651572,"STRAWBERRIES,RAW","SHEEPSHEAD,CKD,DRY HEAT",-1,-4
1805,2451,5237,http://idea.rpi.edu/heals/kb/usda#09328,http://idea.rpi.edu/heals/kb/usda#17033,0.7322421,0.6752971,"MARASCHINO CHERRIES,CND,DRND","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,CKD,BRLD",7,1
1809,2451,8409,http://idea.rpi.edu/heals/kb/usda#09328,http://idea.rpi.edu/heals/kb/usda#35048,0.7322421,0.6752971,"MARASCHINO CHERRIES,CND,DRND","STEW,MOOSE (ALASKA NATIVE)",7,-2
7355,2455,101,http://idea.rpi.edu/heals/kb/usda#09352,http://idea.rpi.edu/heals/kb/usda#01112,0.48321366,0.61850643,"BLUEBERRIES,CND,LT SYRUP,DRND","WHEY,ACID,FLUID",2,1
